,aliMallSeller,anony,appendComment,appendComment.commentId,appendComment.commentTime,appendComment.content,appendComment.days,appendComment.pics,appendComment.reply,attributes,attributesMap,aucNumId,auctionPicUrl,auctionPrice,auctionSku,auctionTitle,buyCount,carServiceLocation,cmsSource,displayRatePic,displayRateSum,displayUserLink,displayUserNick,displayUserNumId,displayUserRateLink,dsr,fromMall,fromMemory,gmtCreateTime,goldUser,headExtraPic,id,memberIcon,pics,picsSmall,position,rateContent,rateDate,reply,sellerId,serviceRateContent,structuredRateList,tamllSweetLevel,tmallSweetPic,tradeEndTime,tradeId,useful,userIdEncryption,userInfo,userVipLevel,userVipPic
10,False,True,,,,,,,,,,,,,颜色分类:黑/黑/煤黑/白;鞋码:42,,0,,天猫,,0,,j***o,,,0.0,True,0,1522420982000,True,,344607700390,,,,,赞，鞋子漂亮！,2018-03-30 22:43:02,,890482188,,[],0,,1522291662000,,True,,,0,
11,False,False,,,,,,,,,,,,,颜色分类:黑/黑/白/赛车蓝;鞋码:40.5,,0,,天猫,,0,,t***9,,,0.0,True,0,1521714185000,False,,343664312186,,,,,帅气 上脚很舒服,2018-03-22 18:23:05,,890482188,,[],0,,1520751975000,,True,,,0,
12,False,False,,,2018-03-24 13:00:00,比较满意,70.0,,,,,,,,颜色分类:黑/黑/煤黑/白;鞋码:40.5,,0,,天猫,,0,,奶***z,,,0.0,True,0,1517101598000,False,,343833635009,,,,,此用户没有填写评论!,2018-01-28 09:06:38,,890482188,,[],0,,1515805598000,,True,,,0,
13,False,False,,,,,,,,,,,,,颜色分类:100白/白/帆白/浅骨灰/金属银/银灰色;鞋码:44.5,,0,,天猫,,0,,那***云,,,0.0,True,0,1520759429000,False,,342550399915,,"['//img.alicdn.com/bao/uploaded/i3/0/TB22orxcWmWBuNjy1XaXXXCbXXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/0/TB2QUrhc25TBuNjSspcXXbnGFXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i3/0/TB2xqT9aDmWBKNjSZFBXXXxUFXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i4/0/TB2f5HNapkoBKNjSZFEXXbrEVXa_!!0-rate.jpg']",,,鞋上脚很舒服，就是不耐脏，能感觉明显的能量反馈，奶奶说很秀气。,2018-03-11 17:10:29,,890482188,,[],0,,1520091588000,,True,,,0,
14,False,False,,,2018-03-30 21:09:11,后掌气垫很弹，前掌稍微硬点，不一样的科技，不一样的体验。,80.0,['//img.alicdn.com/bao/uploaded/i3/0/TB2JInahuSSBuNjy0FlXXbBpVXa_!!0-rate.jpg'],,,,,,,颜色分类:100白/白/帆白/浅骨灰/金属银/银灰色;鞋码:41,,0,,天猫,,0,,小***翎,,,0.0,True,0,1516756303000,True,,344639997531,,,,,此用户没有填写评论!,2018-01-24 09:11:43,,890482188,,[],0,,1515460303000,,True,,,0,
15,False,False,,,,,,,,,,,,,颜色分类:黑/黑/白/赛车蓝;鞋码:44,,0,,天猫,,0,,大***飞,,,0.0,True,0,1520306823000,False,,342063927422,,"['//img.alicdn.com/bao/uploaded/i2/0/TB2LoWXabZnBKNjSZFKXXcGOVXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i4/0/TB2ngVFaf6TBKNjSZJiXXbKVFXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i4/0/TB2kxsAbY9YBuNjy0FgXXcxcXXa_!!0-rate.jpg']",,,不错，快递满分，真的快。以后还是得在官网买，在某个知名店家，第一次买发错号，第二次买7天还不发货。在这头天下单第二天到，点赞！,2018-03-06 11:27:03,,890482188,,[],0,,1520306646000,,True,,,0,
16,False,False,,,,,,,,,,,,,颜色分类:100白/白/帆白/浅骨灰/金属银/银灰色;鞋码:44,,0,,天猫,,0,,杨***3,,,0.0,True,0,1520852377000,False,,342622338221,,"['//img.alicdn.com/bao/uploaded/i4/0/TB2ozs.axuTBuNkHFNRXXc9qpXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/0/TB2fPWldhSYBuNjSsphXXbGvVXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i2/0/TB2HSSDdeGSBuNjSspbXXciipXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/0/TB2e7eIdhSYBuNjSspjXXX73VXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/0/TB2VPSldhSYBuNjSsphXXbGvVXa_!!0-rate.jpg']",,,鞋很轻薄 气垫也很有感觉 挺好的 物流神速 昨天下午拍的 今天下午到了,2018-03-12 18:59:37,,890482188,,[],0,,1520852296000,,True,,,0,
17,False,False,,,,,,,,,,,,,颜色分类:黑/黑/白/赛车蓝;鞋码:42.5,,0,,天猫,,0,,z***3,,,0.0,True,0,1520743023000,True,,342451044217,,"['//img.alicdn.com/bao/uploaded/i3/0/TB28Tetc29TBuNjy0FcXXbeiFXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/0/TB2pbDvaCcqBKNjSZFgXXX_kXXa_!!0-rate.jpg']",,,儿子穿着舒服，晚上去试跑试跑,2018-03-11 12:37:03,,890482188,,[],0,,1520742827000,,True,,,0,
18,False,False,,,,,,,,,,,,,颜色分类:100白/白/帆白/浅骨灰/金属银/银灰色;鞋码:41,,0,,天猫,,0,,t***3,,,0.0,True,0,1520315455000,False,,342129097773,,"['//img.alicdn.com/bao/uploaded/i2/0/TB2_D1oaljTBKNjSZFuXXb0HFXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i4/0/TB2L47Ob7yWBuNjy0FpXXassXXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/0/TB2jTwWbYSYBuNjSspfXXcZCpXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i3/0/TB2x.ioaljTBKNjSZFwXXcG4XXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/0/TB2V0BTaj7nBKNjSZLeXXbxCFXa_!!0-rate.jpg']",,,非常非常好看 去年因为志龙 已经入了一双了  非常舒服  顺丰物流 下单第二天就收到了,2018-03-06 13:50:55,,890482188,,[],0,,1520260211000,,True,,,0,
19,False,False,,,,,,,,,,,,,颜色分类:100白/白/帆白/浅骨灰/金属银/银灰色;鞋码:39,,0,,天猫,,0,,思***g,,,0.0,True,0,1520644935000,False,,342428428796,,"['//img.alicdn.com/bao/uploaded/i3/0/TB2ryykapkoBKNjSZFEXXbrEVXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i4/0/TB24mYscH5YBuNjSspoXXbeNFXa_!!0-rate.jpg']",,,专柜试过要买大一码，正品 以后补图,2018-03-10 09:22:15,,890482188,,[],0,,1520644802000,,True,,,0,
20,False,False,,,,,,,,,,,,,颜色分类:黑/黑/白/赛车蓝;鞋码:45.5,,0,,天猫,,0,,唐***香,,,0.0,True,0,1520140159000,False,,341981724614,,['//img.alicdn.com/bao/uploaded/i4/0/TB2XM_AbL9TBuNjy1zbXXXpepXa_!!0-rate.jpg'],,,炫酷。吊炸天！,2018-03-04 13:09:19,,890482188,,[],0,,1520139718000,,True,,,0,
21,False,False,,,,,,,,,,,,,颜色分类:100白/白/帆白/浅骨灰/金属银/银灰色;鞋码:42,,0,,天猫,,0,,凡***天,,,0.0,True,0,1520050759000,False,,341916868107,,['//img.alicdn.com/bao/uploaded/i3/0/TB2VMlXbFuWBuNjSspnXXX1NVXa_!!0-rate.jpg'],,,很好，有色差更好看了,2018-03-03 12:19:19,,890482188,,[],0,,1520009514000,,True,,,0,
22,False,False,,,,,,,,,,,,,颜色分类:黑/黑/白/赛车蓝;鞋码:40,,0,,天猫,,0,,u***e,,,0.0,True,0,1520840279000,True,,342628231137,,,,,做活动购入，价格比商场美丽，爆款确实好看，穿着非常舒服,2018-03-12 15:37:59,,890482188,,[],0,,1520840210000,,True,,,0,
23,False,False,,,,,,,,,,,,,颜色分类:黑/黑/白/赛车蓝;鞋码:41,,0,,天猫,,0,,a***1,,,0.0,True,0,1521426459000,False,,343276216875,,['//img.alicdn.com/bao/uploaded/i2/0/TB2Ry7TegaTBuNjSszfXXXgfpXa_!!0-rate.jpg'],,,帅到爆炸,2018-03-19 10:27:39,,890482188,,[],0,,1521426384000,,True,,,0,
24,False,True,,,,,,,,,,,,,颜色分类:100白/白/帆白/浅骨灰/金属银/银灰色;鞋码:44.5,,0,,天猫,,0,,欣***头,,,0.0,True,0,1520636689000,False,,342392874453,,,,,自己在店里买的女款，给男朋友再买一双凑情侣鞋哈哈,2018-03-10 07:04:49,,890482188,,[],0,,1520145401000,,True,,,0,
25,False,False,,,,,,,,,,,,,颜色分类:黑/黑/白/赛车蓝;鞋码:40,,0,,天猫,,0,,k***j,,,0.0,True,0,1520484917000,False,,342257780585,,,,,好看 穿着也舒服   很喜欢nike的鞋,2018-03-08 12:55:17,,890482188,,[],0,,1520484869000,,True,,,0,
26,False,False,,,,,,,,,,,,,颜色分类:016黑/黑/亮深红/赛车蓝/亮绿;鞋码:42.5,,0,,天猫,,0,,闹***s,,,0.0,True,0,1520575010000,False,,342367632740,,,,,给男朋友买的  他说穿起来很舒服很喜欢,2018-03-09 13:56:50,,890482188,,[],0,,1519737638000,,True,,,0,
27,False,False,,,,,,,,,,,,,颜色分类:016黑/黑/亮深红/赛车蓝/亮绿;鞋码:43,,0,,天猫,,0,,灬***丶,,,0.0,True,0,1520162597000,False,,342033876753,,['//img.alicdn.com/bao/uploaded/i3/0/TB2ZygiX8nTBKNjSZPfXXbf1XXa_!!0-rate.jpg'],,,挺好的，点赞?,2018-03-04 19:23:17,,890482188,,[],0,,1519789131000,,True,,,0,
28,False,False,"{'commentId': '', 'commentTime': '2018-03-24 23:34:00', 'content': '1600钱不是大风刮来的，穿不成扔了，辣鸡店辣鸡客服，千万别买，任何鞋衣服都差不多，一样辣鸡', 'days': 4, 'pics': '', 'reply': '感谢您选购Nike商品,如您对所购商品存在不满意的情况可以联系我们在线客服，我们的在线客服会帮助您进行判断，并向您解释退换货的服务流程，希望为您的每一次购物提供妥善服务。'}",,,,,,,,,,,,颜色分类:100白/白/帆白/浅骨灰/金属银/银灰色;鞋码:41,,0,,天猫,,0,,l***8,,,0.0,True,0,1521905530000,False,,343889393184,,"['//img.alicdn.com/bao/uploaded/i1/0/TB2ChTubrorBKNjSZFjXXc_SpXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i4/0/TB2TQ2AbBjTBKNjSZFwXXcG4XXa_!!0-rate.jpg']",,,差评，必须差评，不光是鞋有问题，左右脚不一样，宽度不一样，挤脚挤得脚都疼，就穿了半天，以为新鞋，鞋带没绑好，这半天没怎么走路，一直在开车，疼的油门都不敢踩，问客服，基本上都是电脑恢复，半天有人放个屁就说看不清没法退怎么样，我不要求退，给我换了就行,2018-03-24 23:32:10,,890482188,,[],2,tmall-grade-t2-18.png,1521481448000,,True,,,0,
29,False,False,"{'commentId': '', 'commentTime': '2018-02-09 15:26:56', 'content': '比平时买大半码刚合适。走路还行不轻不重。鞋底没有什么防滑效果。运动小跑起来真的感受得出气垫的回弹效果。', 'days': 27, 'pics': ['//img.alicdn.com/bao/uploaded/i4/0/TB2TNuhX1GSBuNjSspbXXciipXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i4/0/TB2zmybX7OWBuNjSsppXXXPgpXa_!!0-rate.jpg'], 'reply': ''}",,,,,,,,,,,,颜色分类:020银灰色/大学红/黑/煤黑;鞋码:41,,0,,天猫,,0,,d***0,,,0.0,True,0,1517045834000,False,,340583361248,,,,,此用户没有填写评论!,2018-01-27 17:37:14,,890482188,,[],0,,1515749834000,,True,,,0,
30,False,False,,,,,,,,,,,,,颜色分类:100白/白/帆白/浅骨灰/金属银/银灰色;鞋码:40.5,,0,,天猫,,0,,1***7,,,0.0,True,0,1520247827000,False,,342077143326,,,,,男友喜欢得不得了，真的很舒服，很好穿,2018-03-05 19:03:47,,890482188,,[],0,,1520054835000,,True,,,0,
31,False,False,,,,,,,,,,,,,颜色分类:100白/白/帆白/浅骨灰/金属银/银灰色;鞋码:42.5,,0,,天猫,,0,,好***心,,,0.0,True,0,1519647572000,False,,341610810202,,"['//img.alicdn.com/bao/uploaded/i3/0/TB2O8ODa25TBuNjSspcXXbnGFXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i4/0/TB29ZMca_lYBeNjSszcXXbwhFXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i2/0/TB2SYnEXTqWBKNjSZFxXXcpLpXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i4/0/TB2BaSuaVmWBuNjSspdXXbugXXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i4/0/TB2h4_IXIuYBuNkSmRyXXcA3pXa_!!0-rate.jpg']",,,盒子挺漂亮，炫彩的logo搭配白色的鞋盒。然后这双鞋子也是非常的酷非常的轻，既有帅气大方又有逼格的外观，还有出色的上脚舒适度。物有所值。,2018-02-26 20:19:32,,890482188,,[],0,,1519586973000,,True,,,0,
32,False,False,,,,,,,,,,,,,颜色分类:100白/白/帆白/浅骨灰/金属银/银灰色;鞋码:44.5,,0,,天猫,,0,,s***n,,,0.0,True,0,1521099846000,True,,342898925067,,,,,还是不错气垫很柔软,2018-03-15 15:44:06,,890482188,,[],0,,1521081716000,,True,,,0,
33,False,False,,,,,,,,,,,,,颜色分类:黑/黑/煤黑/白;鞋码:40,,0,,天猫,,0,,钱***啊,,,0.0,True,0,1522715529000,False,,345091541962,,,,,鞋子有小瑕疵。有几处脱胶的,2018-04-03 08:32:09,,890482188,,[],0,,1521865296000,,True,,,0,
34,False,False,"{'commentId': '', 'commentTime': '2018-03-06 14:50:51', 'content': '还行把 凑字数凑字数～', 'days': 44, 'pics': '', 'reply': ''}",,,,,,,,,,,,颜色分类:020银灰色/大学红/黑/煤黑;鞋码:42.5,,0,,天猫,,0,,l***0,,,0.0,True,0,1517735227000,False,,342094781253,,,,,此用户没有填写评论!,2018-02-04 17:07:07,,890482188,,[],0,,1516439227000,,True,,,0,
35,False,False,,,,,,,,,,,,,颜色分类:100白/白/帆白/浅骨灰/金属银/银灰色;鞋码:42,,0,,天猫,,0,,佩***子,,,0.0,True,0,1521383562000,True,,343249186487,,,,,和图片一样,2018-03-18 22:32:42,,890482188,,[],0,,1521213621000,,True,,,0,
36,False,False,,,,,,,,,,,,,颜色分类:黑/黑/白/赛车蓝;鞋码:40,,0,,天猫,,0,,乌***好,,,0.0,True,0,1520840472000,False,,342573738073,,,,,五星好评，鞋好快递快,2018-03-12 15:41:12,,890482188,,[],0,,1520742377000,,True,,,0,
37,False,False,"{'commentId': '', 'commentTime': '2018-03-03 01:44:24', 'content': '穿了一天 鞋子很漂亮 ，颜色超赞，但是怎么看着有点像足球鞋，唯一缺点就是不耐脏，小心翼翼地感觉，不过穿几个星期就不在乎了 另外很多喝boost相比 其实感觉差不多啦 ，减震效果还是很好的，他和boost价位也差不多，所以区别并不大', 'days': 0, 'pics': '', 'reply': ''}",,,,,,,,,,,,颜色分类:100白/白/帆白/浅骨灰/金属银/银灰色;鞋码:42,,0,,天猫,,0,,l***5,,,0.0,True,0,1519983199000,True,,341879915619,,"['//img.alicdn.com/bao/uploaded/i1/0/TB2YXLFbv5TBuNjSspmXXaDRVXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/0/TB2gMbCbv1TBuNjy0FjXXajyXXa_!!0-rate.jpg']",,,此用户没有填写评论!,2018-03-02 17:33:19,,890482188,,[],0,,1519980869000,,True,,,0,
38,False,False,,,,,,,,,,,,,颜色分类:016黑/黑/亮深红/赛车蓝/亮绿;鞋码:40.5,,0,,天猫,,0,,佳***4,,,0.0,True,0,1520370061000,False,,342138914893,,,,,把卡拉库里湖可口可乐了可口可乐了可口可乐了可口可乐,2018-03-07 05:01:01,,890482188,,[],0,,1520082091000,,True,,,0,
39,False,True,,,,,,,,,,,,,颜色分类:卡其灰/黑/煤黑/浅灰;鞋码:41,,0,,天猫,,0,,2***空,,,0.0,True,0,1521563516000,True,,343461017617,,,,,不错 官网货没问题,2018-03-21 00:31:56,,890482188,,[],0,,1521563490000,,True,,,0,
40,False,False,,,,,,,,,,,,,颜色分类:100白/白/帆白/浅骨灰/金属银/银灰色;鞋码:39,,0,,天猫,,0,,j***b,,,0.0,True,0,1520162184000,False,,342008838241,,,,,炒鸡喜欢,2018-03-04 19:16:24,,890482188,,[],0,,1520162132000,,True,,,0,
41,False,True,,,,,,,,,,,,,颜色分类:黑/黑/白/赛车蓝;鞋码:39,,0,,天猫,,0,,笑***3,,,0.0,True,0,1520419077000,False,,342221846409,,,,,还会光顾。,2018-03-07 18:37:57,,890482188,,[],0,,1520419042000,,True,,,0,
42,False,False,,,,,,,,,,,,,颜色分类:100白/白/帆白/浅骨灰/金属银/银灰色;鞋码:42,,0,,天猫,,0,,l***6,,,0.0,True,0,1519704511000,False,,341631816820,,['//img.alicdn.com/bao/uploaded/i4/0/TB2IsJjbnlYBeNjSszcXXbwhFXa_!!0-rate.jpg'],,,挺好看的，干净舒服，就是看着这双鞋比较矫情，估计会很难打理，不过穿上很好看,2018-02-27 12:08:31,,890482188,,[],2,tmall-grade-t2-18.png,1519704435000,,True,,,0,
43,False,False,,,,,,,,,,,,,颜色分类:黑/黑/煤黑/白;鞋码:42,,0,,天猫,,0,,影***神,,,0.0,True,0,1522032113000,False,,344052157430,,"['//img.alicdn.com/bao/uploaded/i3/0/TB2jVPGgXuWBuNjSszbXXcS7FXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/0/TB25.djgCtYBeNjSspkXXbU8VXa_!!0-rate.jpg']",,,跑鞋款式，鞋帮很低，包裹性很强。样式给4分吧！,2018-03-26 10:41:53,,890482188,,[],1,tmall-grade-t1-18.png,1522032006000,,True,,,0,
44,False,False,,,,,,,,,,,,,颜色分类:100白/白/帆白/浅骨灰/金属银/银灰色;鞋码:41,,0,,天猫,,0,,t***2,,,0.0,True,0,1519964784000,True,,341848704203,,['//img.alicdn.com/bao/uploaded/i3/0/TB2Ct9HX8jTBKNjSZFNXXasFXXa_!!0-rate.jpg'],,,一个买家秀?超喜欢的，喜欢了很久，终于下手了，气垫超漂亮的，最主要还是很舒服，跟轻薄，适合夏天?,2018-03-02 12:26:24,,890482188,,[],0,,1519964706000,,True,,,0,
45,False,False,,,,,,,,,,,,,颜色分类:黑/黑/白/赛车蓝;鞋码:41,,0,,天猫,,0,,汪***2,,,0.0,True,0,1521782909000,True,,343724022482,,"['//img.alicdn.com/bao/uploaded/i2/0/TB2iQ6Tfv5TBuNjSspmXXaDRVXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i4/0/TB2006rfCCWBuNjy0FhXXb6EVXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/0/TB2gKlOfTtYBeNjy1XdXXXXyVXa_!!0-rate.jpg']",,,不会拍照就这样，穿着蛮舒服，不太骚气这颜色,2018-03-23 13:28:29,,890482188,,[],0,,1521632812000,,True,,,0,
46,False,False,,,,,,,,,,,,,颜色分类:100白/白/帆白/浅骨灰/金属银/银灰色;鞋码:42,,0,,天猫,,0,,l***8,,,0.0,True,0,1519954329000,True,,341809226008,,,,,太棒了，夏天跑步专用！包裹性很好所以觉得鞋子小，买大一号是对的！,2018-03-02 09:32:09,,890482188,,[],0,,1519954183000,,True,,,0,
47,False,False,,,,,,,,,,,,,颜色分类:100白/白/帆白/浅骨灰/金属银/银灰色;鞋码:43,,0,,天猫,,0,,t***n,,,0.0,True,0,1518703853000,False,,341009355864,,['//img.alicdn.com/bao/uploaded/i3/0/TB2Ysi.af9TBuNjy1zbXXXpepXa_!!0-rate.jpg'],,,东西很好，质量不错，快递也很好，除了价格有些贵外没什么毛病，冬天买了穿不了很遗憾。,2018-02-15 22:10:53,感谢您选购Nike商品，官方旗舰店所售商品均为Nike正品，根据Nike统一零售价格标价，您也可以经常关注Nike官方旗舰店优惠商品区，欢迎您的选购和对Nike官方旗舰店的关注！,890482188,,[],0,,1518448035000,,True,,,0,
48,False,False,,,,,,,,,,,,,颜色分类:黑/黑/白/赛车蓝;鞋码:42.5,,0,,天猫,,0,,t***8,,,0.0,True,0,1521079142000,True,,342863272738,,,,,非常满意,2018-03-15 09:59:02,,890482188,,[],0,,1520990496000,,True,,,0,
49,False,False,,,,,,,,,,,,,颜色分类:016黑/黑/亮深红/赛车蓝/亮绿;鞋码:40.5,,0,,天猫,,0,,w***k,,,0.0,True,0,1518184848000,True,,340561714622,,"['//img.alicdn.com/bao/uploaded/i2/0/TB2.h9xX1uSBuNjSsplXXbe8pXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i3/0/TB2Y7mxX9CWBuNjy0FhXXb6EVXa_!!0-rate.jpg']",,,不错，很好看，小贵就是。,2018-02-09 22:00:48,感谢您选购Nike商品，官方旗舰店所售商品均为Nike正品，根据Nike统一零售价格标价，您也可以经常关注Nike官方旗舰店优惠商品区，欢迎您的选购和对Nike官方旗舰店的关注！,890482188,,[],0,,1517650337000,,True,,,0,
50,False,False,,,,,,,,,,,,,颜色分类:黑/黑/白/赛车蓝;鞋码:42,,0,,天猫,,0,,t***2,,,0.0,True,0,1519998684000,True,,341937058738,,['//img.alicdn.com/bao/uploaded/i2/0/TB21LbObAKWBuNjy1zjXXcOypXa_!!0-rate.jpg'],,,买了两双当情侣鞋的，小哥哥超喜欢的,2018-03-02 21:51:24,,890482188,,[],0,,1519998611000,,True,,,0,
51,False,False,,,,,,,,,,,,,颜色分类:100白/白/帆白/浅骨灰/金属银/银灰色;鞋码:42,,0,,天猫,,0,,原***一,,,0.0,True,0,1518599356000,False,,340934276319,,"['//img.alicdn.com/bao/uploaded/i2/0/TB2HESkabuWBuNjSszgXXb8jVXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/0/TB2I0esaeuSBuNjy1XcXXcYjFXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/0/TB2GPOuXrwrBKNjSZPcXXXpapXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i3/0/TB2pF5maf9TBuNjy0FcXXbeiFXa_!!0-rate.jpg', '//img.alicdn.com/bao/uploaded/i1/0/TB2Q.GiagmTBuNjy1XbXXaMrVXa_!!0-rate.jpg']",,,全五星。很满意的一次购物，赶在过年的前一天及时送到。快递小哥辛苦了！(*) (*) (*) (*) (*),2018-02-14 17:09:16,,890482188,,[],4,tmall-grade-t4-18.png,1518599048000,,True,,,0,
